Titulo;Categoria;Link
Declaraciones Juradas de Ramón Machado;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ramon-machado/2471
Declaraciones Juradas de Ramón Ortega;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ramon-ortega/2623
Declaraciones Juradas de Raúl Dentesano;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-raul-dentesano/2671
Declaraciones Juradas de Ricardo Colazo;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ricardo-colazo/2698
Declaraciones Juradas de Ricardo Roldan;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ricardo-roldan/2708
Declaraciones Juradas de Ricardo Romero;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ricardo-romero/2681
Declaraciones Juradas de Roberto Bernal;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-roberto-bernal/2654
Declaraciones Juradas de Roberto Eulmesekian;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-roberto-eulmesekian/2697
Declaraciones Juradas de Roberto Herrera;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-roberto-herrera/2616
Declaraciones Juradas de Roberto Lucas;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-roberto-lucas/2677
Declaraciones Juradas de Roberto Yalovetzky;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-roberto-yalovetzky/2441
Declaraciones Juradas de Rodolfo Marquez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-rodolfo-marquez/2450
Declaraciones Juradas de Rolando Moyano;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-rolando-moyano/2726
Declaraciones Juradas de Romina Mazzieri;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-romina-mazzieri/2685
Declaraciones Juradas de Rosa Hernandez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-rosa-hernandez/2724
Declaraciones Juradas de Rubén Aventuroso;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ruben-aventuroso/2527
Declaraciones Juradas de Rubén Donozo;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ruben-donozo/2541
Declaraciones Juradas de Ruben Tozzini;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-ruben-tozzini/2458
Declaraciones Juradas de Santiago Giunta;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-santiago-giunta/2621
Declaraciones Juradas de Santiago Vottero;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-santiago-vottero/2568
Declaraciones Juradas de Sebastián Carrizo;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-sebastian-carrizo/2478
Declaraciones Juradas de Sebastián Magliano;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-sebastian-magliano/2695
Declaraciones Juradas de Sebastián Marti;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-sebastian-marti/2612
Declaraciones Juradas de Sebastián Valenti;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-sebastian-valenti/2586
Declaraciones Juradas de Sergio Oviedo;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-sergio-oviedo/2757
Declaraciones Juradas de Sergio Rodriguez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-sergio-rodriguez/2563
Declaraciones Juradas de Silvia Elisa Fanego;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-silvia-elisa-fanego/2687
Declaraciones Juradas de Silvia Mira;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-silvia-mira/2587
Declaraciones Juradas de Silvia Mottura;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-silvia-mottura/2820
Declaraciones Juradas de Silvia Vera;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-silvia-vera/2594
Declaraciones Juradas de Silvina Nano;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-silvina-nano/2525
Declaraciones Juradas de Stella Fleitas;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-stella-fleitas/2604
Declaraciones Juradas de Susana Pardina;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-susana-pardina/2505
Declaraciones Juradas de Tomás García Faure;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-tomas-garcia-faure/2734
Declaraciones Juradas de Verónica Pagliari;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-veronica-pagliari/2812
Declaraciones Juradas de Victor Sosa;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-victor-sosa/2567
Declaraciones Juradas de Viviana Dotti;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-viviana-dotti/2533
Declaraciones Juradas de Walter Acebey;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-walter-acebey/2710
Declaraciones Juradas de Walter Ferreyra;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-walter-ferreyra/2618
Declaraciones Juradas de Walter Gonzalez;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-walter-gonzalez/2574
Declaraciones Juradas de Yris Uyua;Declaraciones Juradas de Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/declaraciones-juradas-de-funcionarios/declaraciones-juradas-de-yris-uyua/2624
Defunciones en Córdoba;Registro civil municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/registro-civil-municipal/defunciones-en-cordoba/69
Demografía Sanitaria;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/demografia-sanitaria/144
Departamentos de la Provincia de Córdoba;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/departamentos-de-la-provincia-de-cordoba/214
Detalle de la Ordenanza Tarifaria Anual;Ingreso;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ingreso/detalle-de-la-ordenanza-tarifaria-anual/200
Digesto;Digesto municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/digesto-municipal/digesto/11
Distritos;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/distritos/121
Documento: Censo de Actividad Económica;Economía;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/economia/documento-censo-de-actividad-economica/10
Documento: Córdoba, una ciudad en cifras;Economía;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/economia/documento-cordoba-una-ciudad-en-cifras/13
Documento: Protocolo Municipal;Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/funcionarios/documento-protocolo-municipal/81
Documentos Útiles - Condiciones a Cumplir (Sedes);Democracia Participativa;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/democracia-participativa/documentos-utiles-condiciones-a-cumplir-sedes/98
Documentos Útiles - Modelo de Contrato (Sedes);Democracia Participativa;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/democracia-participativa/documentos-utiles-modelo-de-contrato-sedes/100
Ecosistema Artes Escénicas;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/ecosistema-artes-escenicas/2799
Ecosistema Artes visuales;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/ecosistema-artes-visuales/2795
Ecosistema Audiovisual;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/ecosistema-audiovisual/2793
Ecosistema Diseño;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/ecosistema-diseno/2800
Ecosistema Editorial;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/ecosistema-editorial/2801
Ecosistema Multisectorial;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/ecosistema-multisectorial/2794
Ecosistema Musical;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/ecosistema-musical/2797
Edad media de los beneficiarios según sexo por sector;Seguridad Social;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/seguridad-social/edad-media-de-los-beneficiarios-segun-sexo-por-sector/36
Ejecución trimestral de erogaciones;Ejecución trimestral;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ejecucion-trimestral/ejecucion-trimestral-de-erogaciones/65
Ejecución trimestral de recursos;Ejecución trimestral;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ejecucion-trimestral/ejecucion-trimestral-de-recursos/12
Ejemplares arbóreos implantados;Árboles implantados;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/arboles-implantados/ejemplares-arboreos-implantados/256
Ejemplares arbóreos tipas;Árboles implantados;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/arboles-implantados/ejemplares-arboreos-tipas/257
Ejido Municipal;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/ejido-municipal/122
Elecciones;Centro Vecinales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/centro-vecinales/elecciones/103
Elecciones a Diputados Nacionales en Córdoba;Elecciones nacionales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/elecciones-nacionales/elecciones-a-diputados-nacionales-en-cordoba/223
Elecciones a Diputados Nacionales en Córdoba (fuera de Capital);Elecciones nacionales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/elecciones-nacionales/elecciones-a-diputados-nacionales-en-cordoba-fuera-de-capital/224
Elecciones a Gobernador - Resultados en Ciudad de Córdoba;Elecciones provinciales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/elecciones-provinciales/elecciones-a-gobernador-resultados-en-ciudad-de-cordoba/165
Elecciones Municipales;Elecciones municipales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/elecciones-municipales/elecciones-municipales/177
Electores por Circuito en la Provincia de Córdoba;Elecciones provinciales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/elecciones-provinciales/electores-por-circuito-en-la-provincia-de-cordoba/216
Empresas autorizadas de Control de Plagas Urbanas (E.C.P.U);Habilitaciones y/o autorizaciones;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/habilitaciones-yo-autorizaciones/empresas-autorizadas-de-control-de-plagas-urbanas-ecpu/194
Empresas autorizadas para el transporte de residuos patógenos;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/empresas-autorizadas-para-el-transporte-de-residuos-patogenos/2834
Empresas autorizadas para la venta y recarga de matafuegos;Habilitaciones y/o autorizaciones;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/habilitaciones-yo-autorizaciones/empresas-autorizadas-para-la-venta-y-recarga-de-matafuegos/193
Empresas de contenedores y transporte de restos de obra y demolición;Higiene Urbana;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/higiene-urbana/empresas-de-contenedores-y-transporte-de-restos-de-obra-y-demolicion/252
Escala Salarial;Agentes municipales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/agentes-municipales/escala-salarial/5
Escuelas georeferenciadas;Escuelas municipales Primarias;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/escuelas-municipales-primarias/escuelas-georeferenciadas/262
Espacios verdes;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/espacios-verdes/178
Especies de árboles del Plan Forestal;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/especies-de-arboles-del-plan-forestal/206
Especies forestales correspondientes a cada barrio;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/especies-forestales-correspondientes-a-cada-barrio/142
Establecimientos escolares y docentes;Datos de establecimientos y docentes;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-de-establecimientos-y-docentes/establecimientos-escolares-y-docentes/260
Estadísticas del Hospital de Urgencias;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/estadisticas-del-hospital-de-urgencias/192
Estadísticas Feria del Libro;Cultura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/cultura/estadisticas-feria-del-libro/58
Estudio de tránsito Plaza España;Infraestructura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infraestructura/estudio-de-transito-plaza-espana/87
Estudios de niveles sonoros;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/estudios-de-niveles-sonoros/196
Evolución Mortalidad infantil;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/evolucion-mortalidad-infantil/67
Exención del Inmobiliario por culto;Ingreso;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ingreso/exencion-del-inmobiliario-por-culto/2784
Ferias Artesanales;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/ferias-artesanales/2798
Ferias Francas de la Ciudad de Córdoba;Habilitaciones y/o autorizaciones;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/habilitaciones-yo-autorizaciones/ferias-francas-de-la-ciudad-de-cordoba/227
Fiestas Infantiles;Habilitación de Espectáculos Públicos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/habilitacion-de-espectaculos-publicos/fiestas-infantiles/2839
Formacion Cultural;Georeferencia Cultural;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/georeferencia-cultural/formacion-cultural/2792
FORU - Fondo de Reparación Urbanística;Fideicomisos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/fideicomisos/foru-fondo-de-reparacion-urbanistica/207
FOSAC - Fondo de Saneamiento de la Infraestructura Sanitaria y Cloacal;Fideicomisos;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/fideicomisos/fosac-fondo-de-saneamiento-de-la-infraestructura-sanitaria-y-cloacal/208
Fracciones censales Argentina;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/fracciones-censales-argentina/2802
Frecuencia del Transporte Urbano de Pasajeros por empresa;Transporte urbano;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte-urbano/frecuencia-del-transporte-urbano-de-pasajeros-por-empresa/167
Funcionarios en actividad;Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/funcionarios/funcionarios-en-actividad/42
Ganadores Sorteo transporte urbano;Transporte urbano;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte-urbano/ganadores-sorteo-transporte-urbano/235
Geriatricos Habilitados;Habilitaciones y/o autorizaciones;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/habilitaciones-yo-autorizaciones/geriatricos-habilitados/217
GTFS de la Ciudad de Córdoba;Transporte;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte/gtfs-de-la-ciudad-de-cordoba/2833
Haber medio de los beneficiarios según sexo por sector;Seguridad Social;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/seguridad-social/haber-medio-de-los-beneficiarios-segun-sexo-por-sector/37
Haber medio y edad media de los beneficiarios según sexo;Seguridad Social;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/seguridad-social/haber-medio-y-edad-media-de-los-beneficiarios-segun-sexo/39
Hacia el desarrolo urbano integral del área metropolitana de Córdoba. Documento CIPPEC;Datos varios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-varios/hacia-el-desarrolo-urbano-integral-del-area-metropolitana-de-cordoba-documento-cippec/2829
Indicadores de metas;Plan de Metas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/plan-de-metas/indicadores-de-metas/48
Indicadores laborales;Indicadores del mercado laboral;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/indicadores-del-mercado-laboral/indicadores-laborales/135
Indicadores Socio-económicos;Indicadores del mercado laboral;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/indicadores-del-mercado-laboral/indicadores-socio-economicos/280
Indicadores taxis y remises;Taxis y remis;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/taxis-y-remis/indicadores-taxis-y-remises/24
Indice de datos Abiertos OKFN;Sociedad;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/sociedad/indice-de-datos-abiertos-okfn/210
Informe de calidad del agua;Calidad del agua;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/calidad-del-agua/informe-de-calidad-del-agua/2804
Informe Feria del Libro;Cultura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/cultura/informe-feria-del-libro/186
Informe Final CARACT RSU  Cordoba Octubre 2014-  PROVADEMSE;Higiene Urbana;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/higiene-urbana/informe-final-caract-rsu-cordoba-octubre-2014-provademse/57
Informe Río Suquía Aguas Cordobesas;Calidad del agua;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/calidad-del-agua/informe-rio-suquia-aguas-cordobesas/172
Informe Río Suquía Secretaría de Ambiente;Calidad del agua;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/calidad-del-agua/informe-rio-suquia-secretaria-de-ambiente/258
Informe Sector Editorial;Cultura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/cultura/informe-sector-editorial/80
Informes Especiales;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/informes-especiales/132
Informes semanales;Calidad de aire;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/calidad-de-aire/informes-semanales/2832
Infracciones;Infracciones Código de Convivencia;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/infracciones-codigo-de-convivencia/infracciones/77
Intervenciones de terceros en la vía pública;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/intervenciones-de-terceros-en-la-via-publica/204
Inventario de gases de efecto invernadero (GEIS);Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/inventario-de-gases-de-efecto-invernadero-geis/209
Isla de calor urbana en la ciudad de Córdoba;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/isla-de-calor-urbana-en-la-ciudad-de-cordoba/2837
Jardines georeferenciados;Jardines municipales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/jardines-municipales/jardines-georeferenciados/263
Jardines Maternales Habilitados;Habilitaciones y/o autorizaciones;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/habilitaciones-yo-autorizaciones/jardines-maternales-habilitados/222
Lineamiento de plan de metas;Plan de Metas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/plan-de-metas/lineamiento-de-plan-de-metas/44
Lineas Ferreas;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/lineas-ferreas/124
Liquidación devengada;Ente de Servicios y Obras Públicas (ESyOP);https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ente-de-servicios-y-obras-publicas-esyop/liquidacion-devengada/2779
Lista completa de Declaraciones juradas de Funcionarios;Funcionarios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/funcionarios/lista-completa-de-declaraciones-juradas-de-funcionarios/1
Lista de Boletines municipales publicados;Digesto municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/digesto-municipal/lista-de-boletines-municipales-publicados/2781
Lista de Datos incluidos en el portal de Gobierno Abierto;Datos varios;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-varios/lista-de-datos-incluidos-en-el-portal-de-gobierno-abierto/2780
Listado de Centros de Participación Comunal (CPC);Democracia Participativa;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/democracia-participativa/listado-de-centros-de-participacion-comunal-cpc/63
Listado de Distrito Abasto;Planeamiento;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/planeamiento/listado-de-distrito-abasto/2831
Listado de proveedores;Proveedores y contratistas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/proveedores-y-contratistas/listado-de-proveedores/283
Listado espacios de culturales;Cultura;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/cultura/listado-espacios-de-culturales/2786
Madres menores de 15 años;Registro civil municipal;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/registro-civil-municipal/madres-menores-de-15-anos/72
Manzana de Hecho;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/manzana-de-hecho/126
Manzanas catastrales;Datos Geográficos y mapas;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/datos-geograficos-y-mapas/manzanas-catastrales/125
Mapa de Distrito Joven;Sociedad;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/sociedad/mapa-de-distrito-joven/2773
Mapa de Jardines;Jardines municipales;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/jardines-municipales/mapa-de-jardines/78
Mapa del deporte social de Córdoba;Deporte;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/deporte/mapa-del-deporte-social-de-cordoba/4
Mapa del estacionamiento en Córdoba;Transporte;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/transporte/mapa-del-estacionamiento-en-cordoba/237
Mapa de los Centros de Salud;Salud;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/salud/mapa-de-los-centros-de-salud/3
Mapa de ruido para la Ciudad de Córdoba;Ambiente;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/ambiente/mapa-de-ruido-para-la-ciudad-de-cordoba/2836
Mapas de escuelas;Escuelas municipales Primarias;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/escuelas-municipales-primarias/mapas-de-escuelas/261
Marco normativo democracia participativa;Democracia Participativa;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/democracia-participativa/marco-normativo-democracia-participativa/108
Matricula inicial de escuelas municipales;Educación;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/educacion/matricula-inicial-de-escuelas-municipales/27
Matricula inicial de jardines maternales;Educación;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/educacion/matricula-inicial-de-jardines-maternales/26
Matriculas por nivel educativo;Educación;https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/educacion/matriculas-por-nivel-educativo/29
